Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
84141;84270;VEDENE;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;40.0;1147.0;10.4;43.9708612885,4.90327834789;"{""type"": ""Polygon"", ""coordinates"": [[[4.883970868372068, 43.952767564259155], [4.884374157947975, 43.981946073839765], [4.911173821041767, 43.993310156328576], [4.928948038824064, 43.9676470569484], [4.913882003380283, 43.95995379709353], [4.918015263034522, 43.953894784055834], [4.883970868372068, 43.952767564259155]]]}";25765;141;05;2;84;93
84134;84850;TRAVAILLAN;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;93.0;1794.0;0.7000000000000001;44.1894500119,4.90856149407;"{""type"": ""Polygon"", ""coordinates"": [[[4.935442624802793, 44.17331301279724], [4.908743448732622, 44.171340937587985], [4.890601119427691, 44.1745992353031], [4.877466036096124, 44.17157464085466], [4.872796177501058, 44.17221267607712], [4.872094713047918, 44.17560088605332], [4.875857624413404, 44.17779643585792], [4.883607349239123, 44.20438575302169], [4.915625188924601, 44.20812626474165], [4.933667304572919, 44.211573400829025], [4.93579353817747, 44.19830060882605], [4.938768569673714, 44.18536399038213], [4.935442624802793, 44.17331301279724]]]}";11214;134;16;2;84;93
84024;84240;CABRIERES-D'AIGUES;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;523.0;1892.0;0.8;43.7913015359,5.49177311487;"{""type"": ""Polygon"", ""coordinates"": [[[5.504319365470293, 43.7582746572528], [5.495094762362336, 43.758378349424106], [5.484412739945455, 43.76954328371493], [5.475091398459872, 43.770610776305304], [5.470664799792674, 43.7843329627224], [5.473750796149838, 43.798217890928875], [5.464887036588311, 43.81462457519263], [5.467242058657077, 43.81531857390551], [5.489079093516966, 43.81825244565414], [5.511936384966156, 43.81888061468704], [5.507690444471754, 43.801745811257426], [5.5134105452986475, 43.77436100358735], [5.504319365470293, 43.7582746572528]]]}";27900;024;19;1;84;93
84055;84450;JONQUERETTES;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;53.0;260.0;1.3;43.9491839695,4.94413967569;"{""type"": ""Polygon"", ""coordinates"": [[[4.959585238663584, 43.948403994791136], [4.948131372852052, 43.94394557238537], [4.934750003468015, 43.94321108802382], [4.927409055117424, 43.94682472172429], [4.927433462855334, 43.95012814305858], [4.955970443672234, 43.95672398174435], [4.959585238663584, 43.948403994791136]]]}";5049;055;13;2;84;93
84042;84160;CUCURON;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;451.0;3251.0;1.8;43.778224355,5.44361580359;"{""type"": ""Polygon"", ""coordinates"": [[[5.430183693159399, 43.7423536490792], [5.416698825594294, 43.74619186332156], [5.405518485809302, 43.75644145718266], [5.406901989752859, 43.76689013470111], [5.4198557760529145, 43.777091494997684], [5.4269506676719494, 43.78997899474764], [5.418860930027446, 43.813503804780034], [5.43145103229481, 43.81018064398767], [5.44528418550307, 43.81764098074829], [5.456534113582234, 43.812076134593426], [5.464887036588311, 43.81462457519263], [5.473750796149838, 43.798217890928875], [5.470664799792674, 43.7843329627224], [5.475091398459872, 43.770610776305304], [5.472830918941662, 43.75252102992423], [5.4503288875446625, 43.75085097851876], [5.430183693159399, 43.7423536490792]]]}";8734;042;08;1;84;93
84132;84250;LE THOR;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;53.0;3553.0;8.1;43.928239832,4.99324123379;"{""type"": ""Polygon"", ""coordinates"": [[[5.021885385714152, 43.87908478326424], [5.00298317447367, 43.882350018277386], [4.995148018345912, 43.890712511112454], [4.967681488691257, 43.911474960475886], [4.965750792095111, 43.92881211023314], [4.958676765673723, 43.937914504584306], [4.959585238663584, 43.948403994791136], [4.955970443672234, 43.95672398174435], [4.95478584993286, 43.96288485283567], [4.976221675861525, 43.967873891402945], [4.99819134738894, 43.962018898761265], [5.007275923121591, 43.94675510774859], [5.025236364170459, 43.94619862533151], [5.028193103335787, 43.93964391982623], [5.035677991630173, 43.935723631956], [5.013634419834283, 43.90592004124148], [5.021885385714152, 43.87908478326424]]]}";8064;132;13;2;84;93
84058;84480;LACOSTE;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;363.0;1071.0;0.4;43.8257421042,5.26592271907;"{""type"": ""Polygon"", ""coordinates"": [[[5.27042446987015, 43.793091539494476], [5.256915939314447, 43.79908871264648], [5.256297784517007, 43.82027552155156], [5.244909580983658, 43.839614189200724], [5.253449608705458, 43.83980718169093], [5.264702225621611, 43.8447326852022], [5.2675660142183585, 43.85389206722763], [5.278471268234913, 43.84720079000848], [5.283662266666021, 43.83733316778671], [5.27380958966659, 43.81758902337951], [5.27042446987015, 43.793091539494476]]]}";25862;058;07;1;84;93
84098;84110;ROAIX;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;221.0;586.0;0.6000000000000001;44.2551304462,5.01515147311;"{""type"": ""Polygon"", ""coordinates"": [[[5.009918003638816, 44.238160744421556], [5.004680310705487, 44.24340676133934], [5.005672834089291, 44.24987152210016], [4.994182599866178, 44.259048736328666], [5.010021527025662, 44.266899755287454], [5.02439306821029, 44.26651882635324], [5.025789879247927, 44.269842626391224], [5.030064595443766, 44.268485132417474], [5.029356687147533, 44.24834697641756], [5.02193670193582, 44.24435997244428], [5.009918003638816, 44.238160744421556]]]}";8514;098;21;3;84;93
84145;84400;VILLARS;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;639.0;3019.0;0.7000000000000001;43.9519813835,5.43334418436;"{""type"": ""Polygon"", ""coordinates"": [[[5.437775880388018, 43.92089022895643], [5.409844524130773, 43.90221535088696], [5.3965704697791494, 43.905775834113925], [5.392794344667661, 43.91224218187866], [5.399756496783963, 43.93268076146876], [5.422387999275787, 43.95570827370755], [5.432755409186822, 43.97551185803883], [5.439404988843457, 44.014063618618714], [5.440714836757446, 44.01434954842507], [5.460960983306133, 43.99143919061753], [5.467483106111977, 43.971257835690004], [5.474478784853396, 43.962383658872184], [5.454072188794385, 43.95658599854019], [5.437775880388018, 43.92089022895643]]]}";11538;145;01;1;84;93
84101;84210;LA ROQUE-SUR-PERNES;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;286.0;1105.0;0.4;43.9741947109,5.10175518845;"{""type"": ""Polygon"", ""coordinates"": [[[5.086735953224387, 43.95526857580672], [5.075577754624202, 43.96336753215619], [5.087411401529314, 43.97406267172463], [5.08381143631682, 43.98028035243378], [5.089145380973334, 43.993484976458475], [5.098394106646906, 44.00114956602783], [5.103784324109673, 43.99748978674108], [5.119115766295329, 43.972768436903856], [5.129310798141548, 43.96569201333013], [5.130967533147907, 43.95599052160649], [5.121837862766137, 43.956474266827094], [5.115111028876354, 43.96092607179386], [5.096775268908694, 43.9608832586704], [5.086735953224387, 43.95526857580672]]]}";4768;101;18;3;84;93
84142;84740;VELLERON;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;68.0;1646.0;3.0;43.9615700853,5.02837053925;"{""type"": ""Polygon"", ""coordinates"": [[[5.068773586548786, 43.96443282631748], [5.062179257612996, 43.955797746918115], [5.04402060920887, 43.944993592360014], [5.025236364170459, 43.94619862533151], [5.007275923121591, 43.94675510774859], [4.99819134738894, 43.962018898761265], [4.976221675861525, 43.967873891402945], [4.958883586332001, 43.97223711597746], [4.992760459494936, 43.97067052414447], [5.001560325921472, 43.96780895517322], [5.013981262658025, 43.9732704982385], [5.037683798803796, 43.97688249141791], [5.065131818808792, 43.97091170354938], [5.068773586548786, 43.96443282631748]]]}";12211;142;18;3;84;93
84014;84120;BEAUMONT-DE-PERTUIS;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;380.0;5392.0;1.0;43.7379108971,5.69599127224;"{""type"": ""Polygon"", ""coordinates"": [[[5.753638490630262, 43.72462253878876], [5.737882397716824, 43.71655647971518], [5.712026332985242, 43.69064335939077], [5.682821363942703, 43.692826120915406], [5.690867494228174, 43.696642919850845], [5.694013416236688, 43.70311059271752], [5.680196822256163, 43.717083114701246], [5.648230857196698, 43.7242941283434], [5.640866236907522, 43.740652308513695], [5.644392904467646, 43.74629296191061], [5.64078412447739, 43.7587874930696], [5.653866135001492, 43.76765325527145], [5.666882294225395, 43.76595775546118], [5.69498812432542, 43.784210189453674], [5.70534868041231, 43.77964949891219], [5.713558249143187, 43.781120066798955], [5.716274263588272, 43.75693073290571], [5.748016800998088, 43.741484852071444], [5.757332977582703, 43.72940911375533], [5.753638490630262, 43.72462253878876]]]}";7200;014;19;1;84;93
84110;84390;SAINT-LEGER-DU-VENTOUX;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;714.0;1940.0;0.0;44.2059476763,5.27072625011;"{""type"": ""Polygon"", ""coordinates"": [[[5.278340739383285, 44.17398376073825], [5.280215114590385, 44.18452514951365], [5.277135010324879, 44.187290496871356], [5.259450341608488, 44.19352709048182], [5.244922938836436, 44.19486980928154], [5.242695812628155, 44.201542672741304], [5.237867582095136, 44.206710787844024], [5.238149708040069, 44.21323333299894], [5.240446462537377, 44.2308265096009], [5.248535836832809, 44.23112037411524], [5.256508714571622, 44.23005632855738], [5.280667663366486, 44.219795969443204], [5.303297976880234, 44.20539305870545], [5.311791953960731, 44.201864683098464], [5.307457550703401, 44.19192465608216], [5.294422735487226, 44.187119401217934], [5.278340739383285, 44.17398376073825]]]}";34044;110;14;3;84;93
84100;84190;LA ROQUE-ALRIC;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;301.0;488.0;0.1;44.1448441393,5.06883398959;"{""type"": ""Polygon"", ""coordinates"": [[[5.07100444009061, 44.13224712883699], [5.064773566424527, 44.13692052921389], [5.055567758822337, 44.13784084374218], [5.052838292160041, 44.146733583328995], [5.065625687712203, 44.159341754404394], [5.074571693161722, 44.158407555325226], [5.084891573819193, 44.132542091323344], [5.07100444009061, 44.13224712883699]]]}";32161;100;04;3;84;93
