Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
06161;06270;VILLENEUVE-LOUBET;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;79.0;1997.0;15.1;43.6492560734,7.10728434873;"{""type"": ""Polygon"", ""coordinates"": [[[7.130086783956872, 43.61779688649867], [7.117989009075866, 43.62254511059751], [7.099001046473383, 43.64578843573237], [7.076267619948563, 43.64156219209309], [7.052326094087324, 43.6412505970522], [7.051581456252742, 43.644404757727834], [7.054493004638143, 43.64715224050681], [7.07260996364746, 43.64944789027522], [7.086205148123911, 43.67426475215313], [7.095087562047595, 43.6753991243343], [7.106595833205055, 43.66969393115154], [7.120599131318501, 43.67057853194377], [7.133595631559169, 43.65716413695717], [7.132318455150559, 43.65098659480637], [7.1454935120554595, 43.64185278974465], [7.130086783956872, 43.61779688649867]]]}";720;161;45;1;06;93
06144;06420;LA TOUR;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;849.0;3634.0;0.5;43.9626877314,7.19994914649;"{""type"": ""Polygon"", ""coordinates"": [[[7.187753578470046, 43.92484748421096], [7.170876304846172, 43.936515535143634], [7.161854742104008, 43.93850003430174], [7.161988802077963, 43.94529006237059], [7.15145695114033, 43.96389549947931], [7.1740188174936375, 43.968704342227184], [7.183575386484671, 43.984822474306384], [7.196259762952293, 43.98977061969375], [7.205985464257885, 44.00178910139909], [7.225105910629244, 44.004034815324545], [7.229681004530458, 43.99788233875797], [7.238522716294094, 43.95647758246901], [7.223527831844338, 43.94808204535357], [7.214591779920169, 43.93250236686931], [7.187753578470046, 43.92484748421096]]]}";14248;144;29;2;06;93
06055;06670;DURANUS;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;866.0;1605.0;0.2;43.8940350601,7.28022686159;"{""type"": ""Polygon"", ""coordinates"": [[[7.272668002132023, 43.871410481833315], [7.259255618707519, 43.87147555731158], [7.244285712274394, 43.88242335314212], [7.252164769362482, 43.891173889843515], [7.253979822642456, 43.90147643462589], [7.281803095954544, 43.90648956963247], [7.297240424320783, 43.91945592392349], [7.306826845761729, 43.91843810660389], [7.311003889329355, 43.917119526785235], [7.308260026234773, 43.90126614414639], [7.314835199663748, 43.89673421296352], [7.310237161374102, 43.89592457650088], [7.30514862684625, 43.88679734171036], [7.291024815179954, 43.88623633812393], [7.272668002132023, 43.871410481833315]]]}";14068;055;12;2;06;93
06070;06620;GREOLIERES;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1195.0;5252.0;0.5;43.8070006506,6.93196496167;"{""type"": ""Polygon"", ""coordinates"": [[[6.983607288213962, 43.77040615262413], [6.9725387142358795, 43.78557813633378], [6.964454567863893, 43.78916142039345], [6.901431592925317, 43.78948213850844], [6.859360209703403, 43.7830797176009], [6.859033967577226, 43.81987743904748], [6.912353877544196, 43.83167131283852], [6.931469881378969, 43.83055994803002], [6.959730873619634, 43.83461863267166], [6.991127768606735, 43.822922142759545], [7.00040422672843, 43.81108461021532], [6.997464342312574, 43.783116259683126], [6.987900942003811, 43.771177010215766], [6.983607288213962, 43.77040615262413]]]}";9954;070;08;1;06;93
06045;06910;COLLONGUES;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;749.0;1081.0;0.1;43.8935981177,6.86383142444;"{""type"": ""Polygon"", ""coordinates"": [[[6.888403453241644, 43.87256904232882], [6.875067345828791, 43.8722507970032], [6.868422073839721, 43.87692865488479], [6.865417756320786, 43.88663990406597], [6.834813760967633, 43.893945850855204], [6.839386326879233, 43.90949854686083], [6.835946726814997, 43.91543099729192], [6.849879224658047, 43.9141025032367], [6.875218944923343, 43.89924883278129], [6.8834562517906015, 43.89083774021262], [6.892592611841289, 43.88998053520577], [6.893974280274072, 43.87992083862267], [6.886626006505165, 43.87573188965951], [6.888403453241644, 43.87256904232882]]]}";10050;045;21;1;06;93
06139;06710;THIERY;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1060.0;2194.0;0.1;43.9741390022,7.0424567137;"{""type"": ""Polygon"", ""coordinates"": [[[7.055772778030374, 43.947250321812035], [7.037555136011444, 43.94996202267842], [7.018393576668522, 43.95965311181516], [7.009450289826353, 43.95843183763025], [6.9993880640723765, 43.95192519121688], [6.993343930103006, 43.95716560730298], [7.009895809821602, 43.96884159737863], [7.006692391138428, 43.97864636520775], [7.011159210025952, 43.97969900599572], [7.015931149365197, 43.979235343156006], [7.03778616138979, 43.99248794046953], [7.05171974980254, 43.99516237076716], [7.061029348697196, 44.00299954981242], [7.070121603785267, 44.00286861673662], [7.079770202201849, 43.993947557206155], [7.07533519577162, 43.98064033358763], [7.063297025351986, 43.970040342767874], [7.055772778030374, 43.947250321812035]]]}";11937;139;29;2;06;93
06091;06440;PEILLE;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;752.0;4275.0;2.3;43.8064648293,7.41111016741;"{""type"": ""Polygon"", ""coordinates"": [[[7.41507908809816, 43.75606714804923], [7.406842792333806, 43.75584220130322], [7.399952752678452, 43.76422330519422], [7.390273595777309, 43.75753030806884], [7.385273431800708, 43.76172443609251], [7.394792918214677, 43.78106006398844], [7.392951277172545, 43.78428882354035], [7.375044592842917, 43.789416982349714], [7.381137647422654, 43.79862627832212], [7.38023146524122, 43.816021247841505], [7.374681340370184, 43.8213995677424], [7.36984151830457, 43.82143156846279], [7.395113404614008, 43.836989787451365], [7.395643848792878, 43.84048346450557], [7.385472386309279, 43.84715725518052], [7.385530523372122, 43.8506699849052], [7.388571331735483, 43.85280085667849], [7.396416681029564, 43.85051986438378], [7.402903414918236, 43.85436801968616], [7.408358987944408, 43.853723906931606], [7.4100541276823755, 43.84712981043377], [7.427935636916356, 43.84790101942938], [7.439295431765236, 43.84263482639692], [7.447571516285647, 43.827380358139145], [7.441940236268088, 43.808123579280405], [7.446507085621648, 43.802358104469185], [7.443329305264691, 43.79990104026496], [7.425686773180285, 43.79576143289427], [7.42296584245746, 43.78568739277797], [7.436190362150514, 43.77671326299207], [7.434871951213933, 43.760363580678494], [7.426618456975742, 43.75928458939711], [7.41507908809816, 43.75606714804923]]]}";11125;091;09;2;06;93
06128;06570;SAINT-PAUL-DE-VENCE;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;152.0;726.0;3.5;43.6950190291,7.12116951865;"{""type"": ""Polygon"", ""coordinates"": [[[7.12373621375307, 43.67328880199269], [7.113728216297231, 43.692779044100796], [7.095666844360482, 43.70449859605091], [7.111225436159539, 43.71187678980792], [7.120426778379437, 43.71131232582465], [7.130073228759523, 43.70400825940621], [7.1348161305456, 43.69452909257927], [7.143224186593149, 43.6916229702474], [7.1346086774267174, 43.68443617558159], [7.132546766373812, 43.67479229135613], [7.12373621375307, 43.67328880199269]]]}";31780;128;45;1;06;93
06108;06550;LA ROQUETTE-SUR-SIAGNE;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;65.0;625.0;4.9;43.5849092456,6.95049794824;"{""type"": ""Polygon"", ""coordinates"": [[[6.941747735705212, 43.570842283287995], [6.931423265689886, 43.58218036943355], [6.943803231317256, 43.596595741736564], [6.954585252247775, 43.59979806279899], [6.963924884637926, 43.597898894756014], [6.96535183996835, 43.5945134619794], [6.9631826671385415, 43.573710084307855], [6.944555753976008, 43.571136625976514], [6.941747735705212, 43.570842283287995]]]}";11452;108;46;1;06;93
06057;06440;L'ESCARENE;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Chef-lieu canton;534.0;1053.0;2.4;43.8339717674,7.36565804143;"{""type"": ""Polygon"", ""coordinates"": [[[7.356623931817214, 43.81019942997001], [7.344538717502984, 43.84324469025226], [7.336707986220906, 43.851794148245276], [7.356592387422503, 43.851235571643585], [7.357812001349322, 43.841434962233535], [7.362428119858692, 43.841061018068416], [7.375590789229798, 43.844156528645144], [7.385530523372122, 43.8506699849052], [7.385472386309279, 43.84715725518052], [7.395643848792878, 43.84048346450557], [7.395113404614008, 43.836989787451365], [7.36984151830457, 43.82143156846279], [7.364395582942946, 43.81076254734754], [7.356623931817214, 43.81019942997001]]]}";10918;057;09;2;06;93
06041;06620;CIPIERES;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1044.0;3834.0;0.4;43.7695926923,6.92814526285;"{""type"": ""Polygon"", ""coordinates"": [[[6.9904355692823295, 43.75583000925253], [6.977867132911925, 43.74294629509788], [6.959265465085349, 43.74441752023303], [6.95629388726295, 43.74709338857398], [6.857763910183208, 43.76458586826229], [6.856102416004108, 43.77441992128342], [6.859360209703403, 43.7830797176009], [6.901431592925317, 43.78948213850844], [6.964454567863893, 43.78916142039345], [6.9725387142358795, 43.78557813633378], [6.983607288213962, 43.77040615262413], [6.9904355692823295, 43.75583000925253]]]}";5050;041;08;1;06;93
06069;06130/06520;GRASSE;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;Sous-préfecture;356.0;4428.0;52.0;43.655639428,6.93190508233;"{""type"": ""Polygon"", ""coordinates"": [[[6.929398676376997, 43.613406038336414], [6.929108999222477, 43.616596655366074], [6.915475722921757, 43.623953801646444], [6.902491849998567, 43.623412122619015], [6.895093947026028, 43.6273262346974], [6.893565037143019, 43.64717342351416], [6.89497966953654, 43.65703252733253], [6.888288273877231, 43.66575857194215], [6.888588971485041, 43.67219824460279], [6.915283651563164, 43.683411375547536], [6.907944648016975, 43.69865776875103], [6.935073054227077, 43.69480546533629], [6.960166032922329, 43.68634449776474], [6.968795965513487, 43.679020401195444], [6.960122882529828, 43.67082279564769], [6.963809658697908, 43.66078708923299], [6.97259257624871, 43.648574010487735], [6.988551948497938, 43.641142166643775], [6.9795033957279635, 43.63946492254018], [6.965773355834285, 43.62641717227894], [6.938495031720586, 43.62452688106702], [6.934158260543395, 43.61554899226794], [6.929398676376997, 43.613406038336414]]]}";9472;069;94;1;06;93
